Date,AI_BASKET,SPY
2015-01-05,0.9797203662749966,167.5088348388672
2015-01-06,0.9630325270199076,165.9310760498047
2015-01-07,0.968013260300097,167.998779296875
2015-01-08,0.9898672987253802,170.9799041748047
2015-01-09,0.9854533865299,169.60975646972656
2015-01-12,0.9741427316234863,168.2810821533203
2015-01-13,0.9767910820147709,167.8078155517578
2015-01-14,0.9701860198890386,166.79469299316406
2015-01-15,0.9551014290656923,165.2667999267578
2015-01-16,0.9608832433064054,167.43411254882812
2015-01-20,0.9608324897804174,167.79116821289062
2015-01-21,0.9807492783696075,168.63819885253906
2015-01-22,0.9993374854801134,171.14596557617188
2015-01-23,1.000094958988398,170.20765686035156
2015-01-26,1.0072639750108499,170.60623168945312
2015-01-27,0.9842141872479873,168.3558349609375
2015-01-28,0.9757459828199345,166.19679260253906
2015-01-29,0.9918961457805261,167.73301696777344
2015-01-30,0.9897620927333682,165.6238250732422
2015-02-02,1.001098781796853,167.67491149902344
2015-02-03,1.0135443634718717,170.0996856689453
2015-02-04,1.0177015024801002,169.4519500732422
2015-02-05,1.0434471877867562,171.1625518798828
2015-02-06,1.0275148178135005,170.6892852783203
2015-02-09,1.0210796523496308,169.92532348632812
2015-02-10,1.039588958264864,171.735595703125
2015-02-11,1.0444824472071321,171.83522033691406
2015-02-12,1.0562306242150818,173.4877471923828
2015-02-13,1.062667001554997,174.20188903808594
2015-02-17,1.059403503401553,174.47589111328125
2015-02-18,1.058049330005222,174.4925079345703
2015-02-19,1.0680138897341993,174.367919921875
2015-02-20,1.0754369725694823,175.4142608642578
2015-02-23,1.0703517974389134,175.3893585205078
2015-02-24,1.0780081476999528,175.8875732421875
2015-02-25,1.0760977455972711,175.73814392089844
2015-02-26,1.0956044788950559,175.53050231933594
2015-02-27,1.0876922845005268,174.9326629638672
2015-03-02,1.1012614092389363,176.03701782226562
2015-03-03,1.0938090315047624,175.31460571289062
2015-03-04,1.0942132153383075,174.57557678222656
2015-03-05,1.0952923152881207,174.7665557861328
2015-03-06,1.0769440517346331,172.30850219726562
2015-03-09,1.0763100486847,173.022705078125
2015-03-10,1.0612391727596988,170.2158966064453
2015-03-11,1.0572826626666008,169.8173370361328
2015-03-12,1.0555030600210984,171.97640991210938
2015-03-13,1.0514227986094453,170.92178344726562
2015-03-16,1.0672644358902683,173.2053680419922
2015-03-17,1.0686405364156069,172.69056701660156
2015-03-18,1.0787619019854355,174.7665557861328
2015-03-19,1.079128499787868,173.96942138671875
2015-03-20,1.0917838720324986,175.5049285888672
2015-03-23,1.092168670799549,175.1630096435547
2015-03-24,1.0905208514289861,174.17874145507812
2015-03-25,1.0475584122213633,171.62637329101562
2015-03-26,1.0392368258074756,171.2176055908203
2015-03-27,1.0480571477412248,171.60971069335938
2015-03-30,1.0582761803037097,173.70327758789062
2015-03-31,1.0436314807880187,172.18521118164062
2015-04-01,1.0391797548904853,171.5762481689453
2015-04-02,1.0400885812039906,172.19351196289062
2015-04-06,1.0567306391737272,173.35293579101562
2015-04-07,1.0557949004667002,172.8942108154297
2015-04-08,1.0619184363210779,173.4780731201172
2015-04-09,1.06886282685314,174.24546813964844
2015-04-10,1.0719218194076823,175.19630432128906
2015-04-13,1.0701991314621715,174.4039306640625
2015-04-14,1.0617060899840494,174.7375946044922
2015-04-15,1.0643754651004522,175.52162170410156
2015-04-16,1.0673838882680475,175.47157287597656
2015-04-17,1.043100556904956,173.4530029296875
2015-04-20,1.055355203422314,175.03782653808594
2015-04-21,1.0537233452023869,174.82931518554688
2015-04-22,1.0758764513520847,175.68838500976562
2015-04-23,1.0746649392667993,176.13055419921875
2015-04-24,1.0934836139207254,176.53929138183594
2015-04-27,1.1054917852262724,175.80523681640625
2015-04-28,1.0988220413157062,176.36410522460938
2015-04-29,1.092132793296471,175.638427734375
2015-04-30,1.077461032888139,173.87843322753906
2015-05-01,1.0949827027657477,175.7635040283203
2015-05-04,1.0930961600186158,176.26400756835938
2015-05-05,1.0752460153535566,174.24546813964844
2015-05-06,1.0706739488940054,173.52813720703125
2015-05-07,1.0871639242078983,174.22039794921875
2015-05-08,1.089420289285076,176.5142364501953
2015-05-11,1.0872684404179709,175.6717987060547
2015-05-12,1.0882563733220263,175.14627075195312
2015-05-13,1.090764392516716,175.17971801757812
2015-05-14,1.10831800199651,177.00634765625
2015-05-15,1.1070507868142971,177.19822692871094
2015-05-18,1.1117816237618114,177.7487030029297
2015-05-19,1.1059256171991183,177.69029235839844
2015-05-20,1.1079483390311846,177.56524658203125
2015-05-21,1.109718700813692,178.08233642578125
2015-05-22,1.1109068081054867,177.6569366455078
2015-05-26,1.0976016144968497,175.74685668945312
2015-05-27,1.1286224555695679,177.41505432128906
2015-05-28,1.1309673572191778,177.2149200439453
2015-05-29,1.129627728984642,176.11386108398438
2015-06-01,1.130484172209437,176.47250366210938
2015-06-02,1.1256142471773716,176.29733276367188
2015-06-03,1.128021165014331,176.7644805908203
2015-06-04,1.123079273354594,175.2714080810547
2015-06-05,1.1231720330385138,174.9711456298828
2015-06-08,1.110803802613677,173.89511108398438
2015-06-09,1.1117557087603218,173.87013244628906
2015-06-10,1.121676527219986,175.95535278320312
2015-06-11,1.12254341626946,176.5226287841797
2015-06-12,1.1114053546547988,175.17132568359375
2015-06-15,1.1090030496338716,174.42063903808594
2015-06-16,1.1160287767930845,175.37156677246094
2015-06-17,1.124911211622262,175.6550750732422
2015-06-18,1.1415465564344807,177.48178100585938
2015-06-19,1.1396391799897048,176.69393920898438
2015-06-22,1.1485245501889645,177.59912109375
2015-06-23,1.1517563177814838,177.72486877441406
2015-06-24,1.1464513855391942,176.43408203125
2015-06-25,1.145240231695786,175.89767456054688
2015-06-26,1.1276905978902156,175.86410522460938
2015-06-29,1.0974885111812953,172.17623901367188
2015-06-30,1.104086136172563,172.53663635253906
2015-07-01,1.114816202458497,173.91954040527344
2015-07-02,1.1258663802651623,173.76036071777344
